id_i,id_j,distance,race_i,race_j,pair_type,inconsistent_baseline,inconsistent_eo,eo_introduced,eo_resolved,threshold_distance_i,threshold_distance_j
1887,2011,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
1887,2103,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
1887,5601,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
4518,6295,0.0,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
2152,4298,0.08524053745639293,0,1,cross_race,0,0,0,0,0.16989763281177944,0.34410746548264787
1338,4914,0.08524053745639315,1,0,cross_race,0,1,1,0,0.05038823662012071,0.1214428626587345
4435,7133,0.22211688016013686,0,1,cross_race,0,0,0,0,0.2680616809605304,0.42908800647165835
1461,5626,0.20510962733674365,1,0,cross_race,0,0,0,0,0.048338762803230684,0.2382498941493303
4268,6075,0.08524053745639301,0,1,cross_race,0,0,0,0,0.16989763281177944,0.32976768009345847
268,3526,0.22211688016013686,1,0,cross_race,0,0,0,0,0.38076207027450526,0.179112228868049
2208,4914,0.08524053745639293,1,0,cross_race,0,1,1,0,0.0734262376529099,0.1214428626587345
2208,4136,0.17048107491278608,1,0,cross_race,0,1,1,0,0.0734262376529099,0.1231643024083432
3118,6658,0.20510962733674365,0,1,cross_race,0,1,1,0,0.20096303836629037,0.009716362700164849
3118,4231,0.41898184463139465,0,1,cross_race,0,0,0,0,0.20096303836629037,0.056468844104043625
1319,2874,0.0,0,1,cross_race,0,0,0,0,0.15115424656839327,0.3258391086648871
1319,1610,0.0,0,1,cross_race,0,0,0,0,0.15115424656839327,0.3258391086648871
1319,5128,0.0,0,1,cross_race,0,0,0,0,0.15115424656839327,0.3258391086648871
1319,3036,0.08524053745639301,0,1,cross_race,0,0,0,0,0.15115424656839327,0.3258391086648871
3771,5705,0.17048107491278602,1,0,cross_race,0,1,1,0,0.1724915310709043,0.0
3771,3926,0.20510962733674365,1,0,cross_race,0,1,1,0,0.1724915310709043,0.11444946512207743
3972,6257,0.2667091226966876,0,1,cross_race,0,0,0,0,0.20607720817801145,0.4024323935156929
3176,5725,0.0,1,0,cross_race,0,0,0,0,0.38076207027450526,0.20607720817801145
3191,3327,0.22211688016013686,1,0,cross_race,0,0,0,0,0.27556393658179756,0.15115424656839327
3191,3570,0.22211688016013686,1,0,cross_race,0,0,0,0,0.27556393658179756,0.15115424656839327
5900,6841,0.08524053745639293,1,0,cross_race,0,0,0,0,0.48615401413891396,0.3124447617985177
5900,6053,0.08524053745639293,1,0,cross_race,0,0,0,0,0.48615401413891396,0.3124447617985177
3928,5719,0.08524053745639304,0,1,cross_race,0,0,0,0,0.3124447617985177,0.4871296238950115
3928,6184,0.08524053745639304,0,1,cross_race,0,0,0,0,0.3124447617985177,0.4871296238950115
4127,6433,0.20510962733674365,0,1,cross_race,0,1,1,0,0.18178105004528666,0.03416750083416742
