id_i,id_j,distance,race_i,race_j,pair_type,inconsistent_baseline,inconsistent_eo,eo_introduced,eo_resolved,threshold_distance_i,threshold_distance_j
717,4674,0.0034774259150278652,0,1,cross_race,0,0,0,0,0.35922680083385544,0.4871296238950115
717,5926,0.003585782465728493,0,0,same_race,0,0,0,0,0.35922680083385544,0.4162484182788583
717,6841,0.004584903979904409,0,0,same_race,0,0,0,0,0.35922680083385544,0.3124447617985177
914,5289,0.0,1,1,same_race,0,0,0,0,0.1503608439336641,0.1503608439336641
914,4224,0.0013013878802498047,1,0,cross_race,0,1,1,0,0.1503608439336641,0.0
914,2831,0.005373136312527005,1,1,same_race,0,0,0,0,0.1503608439336641,0.1735525390284639
914,3637,0.007973453058849,1,1,same_race,0,0,0,0,0.1503608439336641,0.05038823662012071
4901,5578,0.09507719310193152,1,0,cross_race,0,0,0,0,0.048338762803230684,0.23011981284851735
4901,6477,0.09572550840199345,1,0,cross_race,0,0,0,0,0.048338762803230684,0.2382498941493303
2589,5353,0.0,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
2589,4547,0.0,1,1,same_race,0,0,0,0,0.3258391086648871,0.3258391086648871
2589,5631,0.0,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
2589,2892,0.002039900785905324,1,1,same_race,0,0,0,0,0.3258391086648871,0.3258391086648871
4222,6104,0.0012226781839016487,0,1,cross_race,0,0,0,0,0.22774753141919907,0.3900400824639098
1648,6270,0.0,1,0,cross_race,0,1,1,0,0.1735525390284639,0.0
1648,3303,0.0,1,1,same_race,0,0,0,0,0.1735525390284639,0.1735525390284639
1648,2029,0.0011954337149834293,1,1,same_race,0,0,0,0,0.1735525390284639,0.17577476125068614
1648,1768,0.0011954337149834293,1,1,same_race,0,0,0,0,0.1735525390284639,0.17577476125068614
1648,2940,0.0011954337149834293,1,1,same_race,0,0,0,0,0.1735525390284639,0.17577476125068614
2031,2681,0.013701707101560046,1,1,same_race,0,0,0,0,0.09848269398358267,0.09848269398358267
2031,4644,0.03480053078993861,1,1,same_race,0,0,0,0,0.09848269398358267,0.09848269398358267
2031,6785,0.03581992507907372,1,1,same_race,0,0,0,0,0.09848269398358267,0.048338762803230684
2031,3877,0.05279129473798039,1,1,same_race,0,0,0,0,0.09848269398358267,0.16545524576899073
3743,4901,0.0016622215050706712,1,1,same_race,0,0,0,0,0.048338762803230684,0.048338762803230684
3743,5578,0.09410121491387236,1,0,cross_race,0,0,0,0,0.048338762803230684,0.23011981284851735
1463,4218,1.1102230246251565e-16,1,1,same_race,0,0,0,0,0.029815472483899597,0.029815472483899597
1463,4842,0.0014532335821563214,1,1,same_race,0,0,0,0,0.029815472483899597,0.029815472483899597
1463,4897,0.0014532335821563214,1,1,same_race,0,0,0,0,0.029815472483899597,0.029815472483899597
1463,2709,0.006308010421818833,1,1,same_race,0,0,0,0,0.029815472483899597,0.02208886799759513
1239,3034,0.0,1,0,cross_race,0,0,0,0,0.32976768009345847,0.15508281799696466
1239,5861,0.0,1,1,same_race,0,0,0,0,0.32976768009345847,0.32976768009345847
1239,4903,0.0,1,0,cross_race,0,0,0,0,0.32976768009345847,0.15508281799696466
3221,6210,0.0006365827359617882,1,1,same_race,0,0,0,0,0.09848269398358267,0.09848269398358267
3221,3833,0.007394420136126123,1,0,cross_race,0,0,0,0,0.09848269398358267,0.3112969080848501
11,1911,0.0008401711939614032,1,1,same_race,0,0,0,0,0.10747347972554522,0.11262499487706035
11,1890,0.007738692959489479,1,1,same_race,0,0,0,0,0.10747347972554522,0.17577476125068614
11,1228,0.007738692959489479,1,1,same_race,0,0,0,0,0.10747347972554522,0.17577476125068614
11,4416,0.007738692959489479,1,1,same_race,0,0,0,0,0.10747347972554522,0.17577476125068614
4453,4776,0.0031956927110660116,0,1,cross_race,0,0,0,0,0.172190257206412,0.013626432765448171
2274,4453,0.001042727438646085,1,0,cross_race,0,1,1,0,0.0030864197530864335,0.172190257206412
2274,5216,0.001042727438646085,1,1,same_race,0,0,0,0,0.0030864197530864335,0.0013622818220518917
2274,2294,0.001042727438646085,1,1,same_race,0,0,0,0,0.0030864197530864335,0.0013622818220518917
32,3771,0.003757424179048119,1,1,same_race,0,0,0,0,0.10747347972554522,0.1724915310709043
32,3111,0.013257436644364073,1,0,cross_race,0,1,1,0,0.10747347972554522,0.11272802537246862
32,1790,0.020168861128001092,1,0,cross_race,0,1,1,0,0.10747347972554522,0.1231643024083432
32,5744,0.02211541755947466,1,0,cross_race,0,0,0,0,0.10747347972554522,0.0010898991541923309
32,4727,0.02211541755947466,1,1,same_race,0,0,0,0,0.10747347972554522,0.17577476125068614
4628,6265,0.014042156530744587,0,1,cross_race,1,1,0,0,0.0,0.3258391086648871
4628,5108,0.025037306810828275,0,0,same_race,0,0,0,0,0.0,0.07567295746824543
4628,6375,0.02609277788429798,0,1,cross_race,1,1,0,0,0.0,0.3258391086648871
4628,5483,0.028926093001908182,0,0,same_race,1,1,0,0,0.0,0.15508281799696466
2556,4758,0.0,0,0,same_race,0,0,0,0,0.1542453834894244,0.1542453834894244
2556,2562,0.0009970579765780085,0,1,cross_race,0,1,1,0,0.1542453834894244,0.0013622818220518917
2556,3328,0.004520538768119642,0,1,cross_race,0,1,1,0,0.1542453834894244,0.05038823662012071
2556,3637,0.004520538768119642,0,1,cross_race,0,1,1,0,0.1542453834894244,0.05038823662012071
3820,5276,0.004987010291234384,1,1,same_race,0,0,0,0,0.14627033673970868,0.049020253715089224
3820,4545,0.006928757409823794,1,1,same_race,0,0,0,0,0.14627033673970868,0.0034252525432764136
3820,4624,0.006928757409823794,1,0,cross_race,0,1,1,0,0.14627033673970868,0.1701272864851875
3820,6246,0.00988327126720645,1,1,same_race,0,0,0,0,0.14627033673970868,0.0013622818220518917
4334,6523,0.0,1,0,cross_race,0,0,0,0,0.42908800647165835,0.25440314437516454
2551,2575,2.220446049250313e-16,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
2551,6009,0.00042817110120008106,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
2551,2890,0.00042817110120008106,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
2551,5355,0.00042817110120008106,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
1212,5747,1.1102230246251565e-16,0,0,same_race,0,0,0,0,0.0669411282684359,0.0669411282684359
1212,6008,1.1102230246251565e-16,0,0,same_race,0,0,0,0,0.0669411282684359,0.0669411282684359
1212,6546,1.1102230246251565e-16,0,1,cross_race,0,1,1,0,0.0669411282684359,0.106611410760028
1212,6642,1.1102230246251565e-16,0,1,cross_race,0,1,1,0,0.0669411282684359,0.106611410760028
1212,4713,1.1102230246251565e-16,0,1,cross_race,0,1,1,0,0.0669411282684359,0.106611410760028
2540,6328,0.0,1,0,cross_race,0,0,0,0,0.32976768009345847,0.15508281799696466
2540,3278,0.0009021742315438175,1,0,cross_race,0,0,0,0,0.32976768009345847,0.1434101388242855
2540,3342,0.0009021742315438175,1,1,same_race,0,0,0,0,0.32976768009345847,0.3180950009207793
5008,5786,0.002560442179216582,1,0,cross_race,0,0,0,0,0.39409540360783857,0.21465346598145107
4343,6068,0.0,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
4343,6628,0.0,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
4343,5082,0.0,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
2394,4343,0.0,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
2394,6068,0.0,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
2394,6628,0.0,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
2394,5082,0.0,1,1,same_race,0,0,0,0,0.26781982883768984,0.26781982883768984
1668,7170,0.0,0,1,cross_race,0,1,1,0,0.0,0.1735525390284639
1668,1680,0.0,0,0,same_race,0,0,0,0,0.0,0.0
1668,5479,0.0,0,1,cross_race,0,1,1,0,0.0,0.1735525390284639
5884,6765,0.00518887947970903,0,1,cross_race,0,0,0,0,0.4691089035952152,0.5669043619376849
2806,6885,0.0,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
3015,3743,0.07014409202522875,1,1,same_race,0,0,0,0,0.02955016413930789,0.048338762803230684
3015,4901,0.08141021068475118,1,1,same_race,0,0,0,0,0.02955016413930789,0.048338762803230684
1137,4518,0.0005070606354133922,1,1,same_race,0,0,0,0,0.3258391086648871,0.3258391086648871
1137,3969,0.0005070606354133922,1,1,same_race,0,0,0,0,0.3258391086648871,0.3258391086648871
1137,3936,0.0005070606354133922,1,1,same_race,0,0,0,0,0.3258391086648871,0.3258391086648871
1137,6295,0.0005070606354133922,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
1137,3572,0.0005330522845419239,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
1620,6785,0.004250341433516658,1,1,same_race,0,0,0,0,0.029815472483899597,0.048338762803230684
1620,5189,0.005393456753952197,1,1,same_race,0,1,1,0,0.029815472483899597,0.0013622818220518917
1620,2155,0.02392418011100117,1,0,cross_race,0,0,0,0,0.029815472483899597,0.1231643024083432
1175,4745,0.00041032932196838345,1,1,same_race,0,0,0,0,0.3662505664032267,0.3515426626231579
1175,6532,0.00041032932196838345,1,1,same_race,0,0,0,0,0.3662505664032267,0.3515426626231579
1175,1861,0.00041032932196838345,1,1,same_race,0,0,0,0,0.3662505664032267,0.3515426626231579
1175,5725,0.0004287645151026531,1,0,cross_race,0,0,0,0,0.3662505664032267,0.20607720817801145
1175,3176,0.0004287645151026531,1,1,same_race,0,0,0,0,0.3662505664032267,0.38076207027450526
5077,6758,0.004847405992379317,1,1,same_race,0,1,1,0,0.04540375232105032,0.0
5077,5237,0.029779856617300426,1,0,cross_race,0,0,0,0,0.04540375232105032,0.2559968077295771
5676,6159,0.002364347580264825,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
459,4113,0.0018523829071762643,0,0,same_race,0,0,0,0,0.07221683015141761,0.0610938926064617
459,4721,0.0018523829071762643,0,1,cross_race,0,0,0,0,0.07221683015141761,0.2357787547029555
459,5364,0.0018523829071762643,0,1,cross_race,0,0,0,0,0.07221683015141761,0.2357787547029555
459,3192,0.0018523829071762643,0,1,cross_race,0,0,0,0,0.07221683015141761,0.2357787547029555
3002,3071,0.0013181240057302812,0,0,same_race,0,0,0,0,0.24730218728964432,0.2380039416756093
3002,4935,0.0013181240057302812,0,1,cross_race,0,0,0,0,0.24730218728964432,0.4126888037721031
3002,6644,0.0013181240057302812,0,0,same_race,0,0,0,0,0.24730218728964432,0.2380039416756093
3002,6802,0.0013181240057302812,0,0,same_race,0,0,0,0,0.24730218728964432,0.2380039416756093
6332,7155,0.012962400058200374,0,0,same_race,0,0,0,0,0.31146915204242015,0.25440314437516454
5189,6785,0.019173596639257995,1,1,same_race,0,1,1,0,0.0013622818220518917,0.048338762803230684
2369,6971,0.009076940083988516,1,0,cross_race,0,0,0,0,0.3515426626231579,0.21863464845683944
2369,5156,0.009255834754740122,1,1,same_race,0,0,0,0,0.3515426626231579,0.38222493298614546
2369,5493,0.027780554267079594,1,0,cross_race,0,0,0,0,0.3515426626231579,0.19382013264811776
2369,3076,0.03332999924495372,1,0,cross_race,0,0,0,0,0.3515426626231579,0.25440314437516454
65,2663,0.0024268056135247074,1,0,cross_race,0,1,1,0,0.05038823662012071,0.1231643024083432
65,6723,0.0024268056135247074,1,0,cross_race,0,1,1,0,0.05038823662012071,0.1231643024083432
65,2402,0.0024268056135247074,1,1,same_race,0,0,0,0,0.05038823662012071,0.05038823662012071
65,3111,0.002792345216617087,1,0,cross_race,0,1,1,0,0.05038823662012071,0.11272802537246862
65,1906,0.008989751737486174,1,1,same_race,0,0,0,0,0.05038823662012071,0.0030864197530864335
2579,5361,0.0012627940948876093,0,0,same_race,0,0,0,0,0.25440314437516454,0.25440314437516454
2579,4773,0.0012627940948876093,0,0,same_race,0,0,0,0,0.25440314437516454,0.25440314437516454
